,0,1,2,3,4
0,10.0,10.0,10.0,10.0,10.0
1,205.42755649649487,201.21426018121142,205.42702457635693,203.52926046561456,203.3082698099299
2,218.62748965596026,219.9923482454537,215.56723299667198,218.65618501958522,219.6763356603923
3,217.74137271785074,220.7891290395112,217.75778044145414,217.97921542008646,220.6230917769145
4,218.82110586584844,217.83123124340443,221.41362559826155,217.4888264772051,220.00712005148378
5,217.96033609405407,219.55591479064756,221.33358362941874,218.48531081779396,220.83272968632784
6,218.87342630316166,218.84733018789618,219.7559030481383,221.05691463459237,218.47940034810892
7,218.53771490688618,217.8016858278089,220.74580940502514,221.2013436882156,221.63989078383068
8,221.8882191033868,218.85320954124876,218.74124748559245,220.8223892717456,219.18049781515433
9,221.47825483650703,221.90904236603745,219.35158862033248,220.67666421857464,218.1437056435464
10,221.5386908761451,221.2408091354733,220.87066402897614,221.82462651134728,217.13388360033116
11,220.6996009308292,221.9830482022985,221.75610160323012,221.43888997208427,221.7500075445481
12,221.85350486704118,222.20671004514026,219.2225070336783,222.3048615517619,221.9446088598799
13,221.73345247025986,221.9772203804278,218.4003963893167,221.6719149240899,220.29284832062294
14,218.9402880047166,222.09815307637132,219.4718800791209,223.07489795879695,218.36720726956935
15,218.1798086627279,219.89694014152957,220.32602992159838,221.30857292965922,219.15290055836994
16,219.25754316648172,219.51105210819418,217.88184812844173,221.40521596164217,218.70883171320355
17,220.68223386496413,222.28042029902383,222.3578392484639,221.013221973568,219.59543081067562
18,221.63349532448234,221.85329090318055,219.13225957600628,219.3511762554893,219.41190287650696
19,218.61459666780013,219.70869844269652,221.7367784864377,222.20289362804286,220.96461658239784
20,221.18907302051872,222.81792956024967,222.66127731940696,220.5102332316461,220.37476675812226
21,219.64173756614437,222.42015724146665,219.09494137910224,223.7273753708946,223.6041320137264
22,221.87364628157772,220.33615838000497,218.33893483765812,219.6940867664224,219.41178451634903
23,220.45640614651256,220.56289444170355,219.9949772588448,218.7953783857102,222.68223707486487
24,222.1213797948003,223.46807264847456,221.16554810922798,221.47371266943028,224.15585034864512
25,224.2456513239659,221.8367348185193,222.685893129183,222.54811545766995,220.5554653213079
26,223.16336327997791,220.32083434823213,221.09912177465597,219.70211168411868,222.7039247661215
27,220.10727451305286,219.20734413901897,219.36341851092106,222.8528858745478,224.45300135263506
28,219.66903541459646,222.15252668073953,223.9700187412547,221.11678206750486,220.16547798592575
29,223.47322435389515,219.48551695003897,224.76183826448488,219.7335129707272,224.4861739150302
30,221.42660173390053,219.27957145107376,220.69686036950762,224.87339178835472,224.39773526729127
31,221.08349675762452,220.78401695892182,224.58136759457412,221.9605921085634,223.95210871286363
32,221.86829004364793,220.64801659788262,223.40457967014376,224.30245869446873,222.82845406409228
33,220.63684837109108,220.33217534760928,224.17195213824317,222.77099716093494,222.89407509213171
34,224.1300687864661,224.17340573555964,222.8945056916716,222.45999501628143,219.9223067887277
35,224.46619687047246,225.05158796780665,225.53161773813764,220.36562418561218,221.47162760323312
